arm,dev_position,stable_example_identity,pair_id,intervention_type,persistent_seed_count,stable_correct_seed_count,recurrent_persistent_within_arm,universal_persistent_within_arm,mechanism_bucket_distribution,frame_prob_mean,frame_prob_min,frame_prob_max,predicate_coverage_prob_mean,predicate_coverage_prob_min,predicate_coverage_prob_max,sufficiency_prob_mean,sufficiency_prob_min,sufficiency_prob_max,entitlement_prob_mean,entitlement_prob_min,entitlement_prob_max,polarity_margin_mean,polarity_margin_min,polarity_margin_max,frame_logit_mean,frame_logit_min,frame_logit_max,positive_energy_mean,positive_energy_min,positive_energy_max,negative_energy_mean,negative_energy_min,negative_energy_max
intervention,276,generated_fact_121__none,generated_fact_121,none,3,0,True,True,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.35488766666666666,0.336881,0.366206,0.483515,0.433947,0.531435,0.9936303333333333,0.991793,0.995234,0.17002399999999998,0.158156,0.177932,3.5732536666666666,3.099249,3.897264,-0.5980946666666667,-0.677223,-0.54853,3.733773,3.322779,4.057282,0.16051966666666667,0.09801,0.22353
intervention,277,generated_fact_121__paraphrase,generated_fact_121,paraphrase,0,3,False,False,{},0.7708186666666667,0.688218,0.817827,0.7538459999999999,0.744836,0.768516,0.9954086666666666,0.994566,0.995879,0.578728,0.510447,0.616372,3.5312976666666667,3.092336,4.002578,1.2401173333333333,0.791802,1.501693,3.9808396666666668,3.5857,4.374768,0.44954200000000005,0.37219,0.493364
intervention,288,generated_fact_128__none,generated_fact_128,none,0,1,False,False,{},0.5021553333333334,0.420874,0.603126,0.581011,0.55103,0.61259,0.9941789999999999,0.992615,0.995926,0.2919893333333333,0.230521,0.367964,3.5755573333333337,3.132207,3.809733,0.009717999999999985,-0.319188,0.418508,3.747854333333333,3.373365,3.956566,0.17229666666666665,0.1289,0.241158
intervention,289,generated_fact_128__paraphrase,generated_fact_128,paraphrase,0,3,False,False,{},0.6867013333333333,0.557409,0.787793,0.7963613333333334,0.723811,0.83301,0.9947900000000001,0.993888,0.996329,0.5487596666666666,0.4011,0.65383,3.305678,2.917204,3.89822,0.8205456666666667,0.230654,1.311672,3.7875263333333336,3.441137,4.190629,0.48184833333333327,0.292409,0.629203
intervention,300,generated_fact_135__none,generated_fact_135,none,3,0,True,True,"{""FRAME_ONLY_FAILURE"":3}",0.3392926666666667,0.312276,0.369458,0.5851243333333334,0.568294,0.594319,0.994196,0.993114,0.995748,0.197128,0.184314,0.209068,3.592966,3.137849,3.850899,-0.6681889999999999,-0.789499,-0.534542,3.757578,3.379929,4.006012,0.164612,0.096643,0.24208
intervention,301,generated_fact_135__paraphrase,generated_fact_135,paraphrase,0,3,False,False,{},0.6234573333333334,0.54052,0.688704,0.742965,0.710037,0.776807,0.995092,0.994496,0.996178,0.46204566666666663,0.381677,0.509101,3.643514,3.127698,4.001172,0.5122856666666668,0.162438,0.79407,3.9436559999999994,3.545396,4.276888,0.30014266666666667,0.207013,0.417698
intervention,312,generated_fact_138__none,generated_fact_138,none,0,0,False,False,{},0.5841686666666667,0.446388,0.706461,0.5616656666666667,0.504136,0.620554,0.9932786666666665,0.990624,0.995216,0.32875333333333334,0.223689,0.393941,3.509992333333333,3.057377,3.963345,0.35567233333333337,-0.215276,0.878259,3.7402080000000004,3.309721,4.144452,0.23021566666666668,0.181107,0.257196
intervention,313,generated_fact_138__paraphrase,generated_fact_138,paraphrase,0,0,False,False,{},0.6958510000000001,0.622874,0.73843,0.529135,0.439391,0.642104,0.9921033333333332,0.990256,0.994404,0.3656293333333333,0.313355,0.461783,3.3533589999999998,2.910592,3.987169,0.8384203333333332,0.501765,1.037825,3.621827666666667,3.183318,4.234454,0.26846833333333336,0.247285,0.285394
intervention,324,generated_fact_144__none,generated_fact_144,none,3,0,True,True,"{""FRAME_ONLY_FAILURE"":3}",0.37672333333333335,0.328917,0.404971,0.539061,0.532178,0.548817,0.9935736666666667,0.992113,0.995329,0.2018616666666667,0.175176,0.220502,3.5868083333333334,3.091683,3.920613,-0.5062886666666667,-0.713087,-0.384796,3.7448193333333335,3.310766,4.07434,0.15801133333333334,0.101223,0.219084
intervention,325,generated_fact_144__paraphrase,generated_fact_144,paraphrase,0,3,False,False,{},0.570879,0.472155,0.633425,0.676665,0.630906,0.732548,0.994044,0.992964,0.995089,0.38650433333333334,0.296122,0.46075,3.5738229999999995,3.067106,4.053468,0.2901336666666667,-0.111494,0.546938,3.806096,3.374993,4.251184,0.23227300000000003,0.191216,0.307887
intervention,336,generated_fact_146__none,generated_fact_146,none,2,0,True,False,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.4139893333333333,0.30251,0.559836,0.5166743333333333,0.470531,0.540448,0.9939196666666668,0.992427,0.995863,0.21528999999999998,0.141262,0.301311,3.4954466666666666,3.136053,3.750774,-0.36201,-0.835376,0.240498,3.658670666666667,3.383967,3.889822,0.163224,0.10271,0.247914
intervention,337,generated_fact_146__paraphrase,generated_fact_146,paraphrase,0,2,False,False,{},0.5496756666666667,0.456387,0.62943,0.589645,0.521928,0.697703,0.993415,0.992153,0.995042,0.32352933333333334,0.236332,0.390222,3.322238,2.995553,3.754249,0.203025,-0.174897,0.529773,3.526067333333333,3.297742,3.977079,0.20382933333333333,0.08083,0.307828
intervention,359,generated_fact_151__polarity_flip,generated_fact_151,polarity_flip,3,0,True,True,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.29575,0.264551,0.320714,0.49849933333333335,0.450015,0.559564,0.9932956666666666,0.991491,0.995158,0.14538366666666666,0.143627,0.147032,3.524828,3.036332,3.871295,-0.8702676666666666,-1.022449,-0.750493,3.668875,3.229366,4.023479,0.14404666666666668,0.086923,0.193034
intervention,371,generated_fact_153__polarity_flip,generated_fact_153,polarity_flip,0,1,False,False,{},0.4867863333333333,0.459603,0.53618,0.6638273333333333,0.61505,0.712292,0.9948856666666667,0.994151,0.995899,0.32139999999999996,0.284565,0.354178,3.657871666666667,3.173766,3.954743,-0.05296900000000001,-0.161942,0.144971,3.8703179999999997,3.478283,4.165416,0.212446,0.122149,0.304517
intervention,383,generated_fact_155__polarity_flip,generated_fact_155,polarity_flip,0,0,False,False,{},0.5636573333333333,0.472884,0.629027,0.5823893333333333,0.552202,0.602147,0.9942616666666666,0.992988,0.995532,0.32557966666666666,0.278727,0.352214,3.6225306666666666,3.133027,4.005784,0.259853,-0.108571,0.528046,3.841037666666667,3.382134,4.202415,0.218507,0.19663,0.249108
intervention,395,generated_fact_158__polarity_flip,generated_fact_158,polarity_flip,2,0,True,False,"{""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.33012233333333335,0.247342,0.435064,0.488724,0.468193,0.512958,0.9935496666666666,0.992439,0.995601,0.16179133333333331,0.114948,0.222188,3.5228099999999998,3.086217,3.754816,-0.727909,-1.112841,-0.261218,3.6716266666666666,3.302774,3.887509,0.14881666666666668,0.0972,0.216557
intervention,407,generated_fact_161__polarity_flip,generated_fact_161,polarity_flip,0,2,False,False,{},0.5660453333333334,0.509414,0.599021,0.6668413333333333,0.654945,0.675157,0.9950483333333334,0.994073,0.995813,0.37552500000000005,0.339903,0.402739,3.658495,3.192668,4.055287,0.2672586666666667,0.037659,0.401386,3.9155693333333335,3.504103,4.290293,0.257074,0.224781,0.311435
intervention,419,generated_fact_165__polarity_flip,generated_fact_165,polarity_flip,0,2,False,False,{},0.4695313333333333,0.401973,0.514895,0.654181,0.639221,0.675041,0.99446,0.993473,0.99576,0.3047356666666667,0.269577,0.327205,3.645951,3.157393,3.890416,-0.123585,-0.397252,0.059597,3.8520836666666667,3.437616,4.071153,0.20613299999999998,0.157066,0.280224
intervention,431,generated_fact_166__polarity_flip,generated_fact_166,polarity_flip,0,1,False,False,{},0.6125133333333334,0.509929,0.779192,0.6095466666666667,0.578588,0.666297,0.994317,0.993725,0.99524,0.3760333333333333,0.293264,0.516702,3.522109,3.10294,3.97444,0.49832433333333337,0.039721,1.260966,3.8027196666666665,3.426741,4.165618,0.2806106666666667,0.191178,0.326853
intervention,443,generated_fact_172__polarity_flip,generated_fact_172,polarity_flip,2,0,True,False,"{""FRAME_ONLY_FAILURE"":2}",0.41908866666666666,0.333923,0.476799,0.5200776666666667,0.512994,0.531784,0.9949293333333333,0.994566,0.995341,0.216373,0.176666,0.244623,3.646385,3.16094,4.004737,-0.33267033333333335,-0.690494,-0.092872,3.847448,3.464682,4.1891,0.201063,0.115084,0.303742
intervention,455,generated_fact_174__polarity_flip,generated_fact_174,polarity_flip,0,0,False,False,{},0.45850033333333334,0.359898,0.509775,0.6610306666666667,0.614616,0.698062,0.9937516666666667,0.99193,0.995772,0.3034463333333333,0.219773,0.35025,3.613353666666667,3.134443,3.944126,-0.17112866666666668,-0.575807,0.039106,3.7967606666666662,3.397255,4.114883,0.18340733333333334,0.116652,0.262813
intervention,467,generated_fact_176__polarity_flip,generated_fact_176,polarity_flip,1,1,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.490438,0.374133,0.621677,0.5736553333333333,0.535148,0.615678,0.9943200000000001,0.993402,0.995859,0.283146,0.198955,0.381168,3.5938060000000003,3.131822,3.840058,-0.03863933333333334,-0.514528,0.496673,3.768602,3.369794,3.983427,0.17479599999999998,0.143047,0.237972
intervention,479,generated_fact_186__polarity_flip,generated_fact_186,polarity_flip,3,0,True,True,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.37342733333333333,0.253831,0.452179,0.48816533333333334,0.468465,0.527192,0.9926896666666667,0.990477,0.995331,0.1817736666666667,0.117991,0.216321,3.5468550000000003,3.047012,3.854544,-0.5388286666666666,-1.078282,-0.191872,3.6957273333333336,3.256944,3.995075,0.14887233333333333,0.096154,0.209932
intervention,491,generated_fact_195__polarity_flip,generated_fact_195,polarity_flip,0,1,False,False,{},0.4122053333333333,0.406706,0.415902,0.632837,0.599179,0.678138,0.994498,0.993161,0.995939,0.259481,0.2427,0.278835,3.637831666666667,3.167076,3.918391,-0.35487966666666665,-0.3776,-0.33962,3.825521333333333,3.438247,4.102827,0.18769,0.107462,0.271171
intervention,503,generated_fact_207__polarity_flip,generated_fact_207,polarity_flip,3,0,True,True,"{""FRAME_ONLY_FAILURE"":3}",0.281078,0.232692,0.306681,0.539929,0.507535,0.574275,0.9938066666666666,0.991947,0.995595,0.15002366666666667,0.132553,0.163977,3.5768346666666666,3.129067,3.822313,-0.9459433333333332,-1.193172,-0.81568,3.73536,3.368564,3.9696,0.158525,0.088792,0.239496
intervention,515,generated_fact_210__polarity_flip,generated_fact_210,polarity_flip,1,0,False,False,"{""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.42604833333333336,0.317831,0.510345,0.5319539999999999,0.493617,0.551219,0.9930470000000001,0.9908,0.995429,0.227155,0.155775,0.280026,3.5737993333333335,3.078341,3.875757,-0.30772266666666664,-0.763757,0.041387,3.730973,3.300774,4.021729,0.15717333333333333,0.103116,0.222433
intervention,527,generated_fact_221__polarity_flip,generated_fact_221,polarity_flip,0,2,False,False,{},0.5107,0.444371,0.549672,0.646265,0.614489,0.673271,0.994762,0.993662,0.995745,0.327506,0.29765,0.356333,3.6701466666666662,3.171867,4.02696,0.04280899999999999,-0.223441,0.199345,3.9004600000000003,3.444702,4.234204,0.23031366666666667,0.207244,0.272836
intervention,539,generated_fact_225__polarity_flip,generated_fact_225,polarity_flip,0,3,False,False,{},0.5207356666666666,0.4314,0.574511,0.6555110000000001,0.624159,0.680681,0.994494,0.99341,0.995735,0.33848133333333336,0.291711,0.377997,3.644828,3.144177,3.910411,0.08342733333333334,-0.276142,0.300281,3.8678030000000003,3.451648,4.108156,0.22297533333333333,0.163709,0.307472
intervention,551,generated_fact_227__polarity_flip,generated_fact_227,polarity_flip,0,3,False,False,{},0.687646,0.621528,0.734327,0.6129083333333333,0.57095,0.638581,0.9948283333333334,0.994449,0.995554,0.41869399999999996,0.395132,0.459469,3.2706883333333336,2.891567,3.996518,0.7979946666666665,0.49604,1.016687,3.840988,3.47794,4.356306,0.5702996666666666,0.359788,0.764738
intervention,563,generated_fact_230__polarity_flip,generated_fact_230,polarity_flip,2,0,True,False,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.38175733333333334,0.282632,0.513312,0.5294113333333333,0.477502,0.570539,0.9938966666666667,0.992309,0.995964,0.20435499999999998,0.133919,0.291683,3.4959716666666663,3.140859,3.751557,-0.5000583333333334,-0.931442,0.05326,3.6593476666666667,3.390283,3.891318,0.16337566666666667,0.100942,0.249424
intervention,575,generated_fact_238__polarity_flip,generated_fact_238,polarity_flip,1,0,False,False,"{""FRAME_ONLY_FAILURE"":1}",0.452235,0.379676,0.590267,0.5757446666666667,0.551487,0.611855,0.9937746666666666,0.992931,0.995355,0.26132,0.207906,0.35948,3.5919753333333335,3.091269,3.923601,-0.19560033333333335,-0.490925,0.365067,3.7640469999999997,3.340062,4.079291,0.17207166666666665,0.111731,0.248793
intervention,587,generated_fact_240__polarity_flip,generated_fact_240,polarity_flip,0,0,False,False,{},0.45266266666666666,0.412999,0.486236,0.5868596666666667,0.568179,0.59772,0.9941356666666666,0.992606,0.995412,0.26444966666666664,0.233341,0.287829,3.629447666666666,3.124109,3.987682,-0.190671,-0.351581,-0.055069,3.8223886666666664,3.378206,4.171218,0.19294133333333333,0.14119,0.254098
intervention,599,generated_fact_241__polarity_flip,generated_fact_241,polarity_flip,3,0,True,True,"{""FRAME_ONLY_FAILURE"":1,""MULTI_LOCAL_CHANNEL_FAILURE"":2}",0.3752506666666667,0.356403,0.402083,0.4523523333333333,0.380513,0.54252,0.9947196666666667,0.99391,0.995364,0.16830599999999998,0.139101,0.192366,3.6123433333333335,3.155971,3.99279,-0.5105903333333334,-0.591013,-0.396794,3.808439,3.442256,4.194029,0.19609566666666667,0.100763,0.286285
intervention,611,generated_fact_257__polarity_flip,generated_fact_257,polarity_flip,0,2,False,False,{},0.6368053333333333,0.567433,0.683437,0.6076686666666666,0.585716,0.623687,0.994888,0.994084,0.995312,0.38431733333333334,0.352241,0.402305,3.6338986666666666,3.178502,4.059727,0.5674226666666667,0.271384,0.76961,3.9393833333333332,3.504087,4.313112,0.3054843333333333,0.253384,0.337484
intervention,623,generated_fact_262__polarity_flip,generated_fact_262,polarity_flip,0,2,False,False,{},0.6136416666666666,0.545472,0.747462,0.585171,0.553031,0.606326,0.9945726666666667,0.994199,0.99501,0.35786233333333334,0.301392,0.44338,3.530746666666667,3.0815,3.997473,0.4866896666666667,0.182391,1.085123,3.8497533333333336,3.523277,4.217191,0.31900666666666666,0.219718,0.441777
intervention,635,generated_fact_265__polarity_flip,generated_fact_265,polarity_flip,3,0,True,True,"{""FRAME_ONLY_FAILURE"":2,""MULTI_LOCAL_CHANNEL_FAILURE"":1}",0.29258433333333334,0.279596,0.318488,0.5007003333333334,0.414315,0.576623,0.9942796666666668,0.993245,0.995465,0.14577700000000002,0.115315,0.161699,3.5737913333333338,3.137342,3.90891,-0.8844336666666667,-0.946469,-0.76073,3.7351739999999993,3.374799,4.069773,0.161383,0.085829,0.237457
intervention,647,generated_fact_271__polarity_flip,generated_fact_271,polarity_flip,0,0,False,False,{},0.45405199999999996,0.406516,0.526531,0.5823223333333333,0.571666,0.591811,0.9942363333333333,0.992883,0.995697,0.2628776666666667,0.239168,0.305904,3.587603,3.09622,3.953999,-0.18588366666666667,-0.378387,0.106224,3.7631750000000004,3.320758,4.141432,0.17557166666666665,0.114745,0.224537
intervention,659,generated_fact_273__polarity_flip,generated_fact_273,polarity_flip,0,2,False,False,{},0.4788213333333333,0.421525,0.513918,0.6622963333333334,0.640063,0.678261,0.9944916666666667,0.993551,0.99579,0.31498866666666664,0.28406,0.341572,3.6470490000000004,3.157216,3.919519,-0.085583,-0.316518,0.055687,3.8405046666666665,3.423628,4.10303,0.19345566666666666,0.130444,0.266412
intervention,671,generated_fact_274__polarity_flip,generated_fact_274,polarity_flip,0,1,False,False,{},0.559598,0.412152,0.73685,0.5966933333333334,0.57865,0.60984,0.9939026666666666,0.992799,0.994786,0.33354533333333336,0.236774,0.447017,3.561237666666667,3.071677,3.943058,0.2646313333333333,-0.355078,1.029661,3.8135093333333336,3.410645,4.119324,0.25227166666666667,0.176266,0.338968
intervention,683,generated_fact_285__polarity_flip,generated_fact_285,polarity_flip,0,3,False,False,{},0.6369803333333334,0.58956,0.674338,0.7067293333333332,0.680925,0.719823,0.9948986666666667,0.994514,0.995503,0.44775133333333333,0.42212,0.482964,3.598822,3.165567,3.935859,0.5653613333333334,0.362146,0.72787,3.9510466666666666,3.548411,4.197247,0.3522243333333333,0.261388,0.412442
intervention,695,generated_fact_287__polarity_flip,generated_fact_287,polarity_flip,0,0,False,False,{},0.514172,0.466389,0.557405,0.614675,0.602804,0.626481,0.994678,0.993328,0.995953,0.31473599999999996,0.279666,0.34779,3.5926216666666666,3.151963,3.966468,0.056971000000000015,-0.134646,0.230635,3.8126339999999996,3.439997,4.169795,0.220012,0.168676,0.288034
intervention,707,generated_fact_297__polarity_flip,generated_fact_297,polarity_flip,0,3,False,False,{},0.5995423333333333,0.588259,0.619173,0.6644303333333333,0.628904,0.723028,0.9950213333333333,0.994384,0.995893,0.3961766666666667,0.368438,0.42505,3.6401423333333334,3.135025,3.945393,0.40390600000000004,0.356771,0.486041,3.916361333333333,3.498173,4.195247,0.276219,0.215655,0.363148
intervention,719,generated_fact_300__polarity_flip,generated_fact_300,polarity_flip,0,0,False,False,{},0.462329,0.407351,0.496249,0.6409503333333334,0.611649,0.669321,0.9945693333333333,0.993384,0.995513,0.2955666666666667,0.247863,0.329952,3.649661333333333,3.176178,4.029414,-0.15213600000000002,-0.374929,-0.015004,3.8593010000000003,3.471271,4.24176,0.20963966666666667,0.12148,0.295093
