adjusted_final_probs,adjusted_pred_final_label,base_final_probs,base_pred_final_label,claim_predicate_families,detector_notes,evidence_predicate_families,gold_final_label,id,predicate_conflict_pair,predicate_detector_mode,predicate_mismatch_flag,seed,selected_alpha,split,stage15_probe_type
"[0.21852746605873108, 0.5630521178245544, 0.21842041611671448]",NOT_ENTITLED,"[0.21852746605873108, 0.5630521178245544, 0.21842041611671448]",NOT_ENTITLED,['select'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_275_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22119011156617926, 0.5603851341971675, 0.2184247542366532]",NOT_ENTITLED,"[0.22119011156617926, 0.5603851341971675, 0.2184247542366532]",NOT_ENTITLED,[],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__market_renovation_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21879766555431981, 0.562551192007196, 0.21865114243848408]",NOT_ENTITLED,"[0.21879766555431981, 0.562551192007196, 0.21865114243848408]",NOT_ENTITLED,"['direct', 'select']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_205_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22056029079674805, 0.5611622166287238, 0.21827749257452808]",NOT_ENTITLED,"[0.22056029079674805, 0.5611622166287238, 0.21827749257452808]",NOT_ENTITLED,['map'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__forest_mapping_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.2207414293068221, 0.5606719684400567, 0.21858660225312107]",NOT_ENTITLED,"[0.2207414293068221, 0.5606719684400567, 0.21858660225312107]",NOT_ENTITLED,['direct'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__library_digitization_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22181353634040166, 0.5597996878564264, 0.21838677580317184]",NOT_ENTITLED,"[0.22181353634040166, 0.5597996878564264, 0.21838677580317184]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_249_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21895536127819534, 0.5622651409427779, 0.21877949777902667]",NOT_ENTITLED,"[0.21895536127819534, 0.5622651409427779, 0.21877949777902667]",NOT_ENTITLED,['open'],low_overlap:0.500,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_260_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2217670712138276, 0.5598212563964912, 0.21841167238968123]",NOT_ENTITLED,"[0.2217670712138276, 0.5598212563964912, 0.21841167238968123]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_093_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21876889793230442, 0.562179037365005, 0.21905206470269062]",NOT_ENTITLED,"[0.21876889793230442, 0.562179037365005, 0.21905206470269062]",NOT_ENTITLED,"['direct', 'publish']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_055_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21917612013745666, 0.5620724726340912, 0.21875140722845218]",NOT_ENTITLED,"[0.21917612013745666, 0.5620724726340912, 0.21875140722845218]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_102_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22127659948582354, 0.5603857123909252, 0.2183376881232513]",NOT_ENTITLED,"[0.22127659948582354, 0.5603857123909252, 0.2183376881232513]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_117_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22000420600157056, 0.5618074285176056, 0.21818836548082388]",NOT_ENTITLED,"[0.22000420600157056, 0.5618074285176056, 0.21818836548082388]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_298_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21899186259556636, 0.5623263381525077, 0.218681799251926]",NOT_ENTITLED,"[0.21899186259556636, 0.5623263381525077, 0.218681799251926]",NOT_ENTITLED,['deliver'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_294_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.221506804227829, 0.5600767135620117, 0.2184164822101593]",NOT_ENTITLED,"[0.221506804227829, 0.5600767135620117, 0.2184164822101593]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_153_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22302558192686983, 0.5583004521817103, 0.2186739658914198]",NOT_ENTITLED,"[0.22302558192686983, 0.5583004521817103, 0.2186739658914198]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_207_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2210611337107082, 0.5604836773728228, 0.21845518891646898]",NOT_ENTITLED,"[0.2210611337107082, 0.5604836773728228, 0.21845518891646898]",NOT_ENTITLED,"['deliver', 'direct']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_049_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21874120505539768, 0.5618051802843038, 0.2194536146602986]",NOT_ENTITLED,"[0.21874120505539768, 0.5618051802843038, 0.2194536146602986]",NOT_ENTITLED,['publish'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_160_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21860055299698483, 0.5629317676584159, 0.21846767934459926]",NOT_ENTITLED,"[0.21860055299698483, 0.5629317676584159, 0.21846767934459926]",NOT_ENTITLED,['select'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_191_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22029364437302415, 0.5613488638602028, 0.21835749176677302]",NOT_ENTITLED,"[0.22029364437302415, 0.5613488638602028, 0.21835749176677302]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_160_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22171384756904386, 0.5597661304404179, 0.2185200219905383]",NOT_ENTITLED,"[0.22171384756904386, 0.5597661304404179, 0.2185200219905383]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_108_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2189273899473962, 0.5617616344023239, 0.21931097565028002]",NOT_ENTITLED,"[0.2189273899473962, 0.5617616344023239, 0.21931097565028002]",NOT_ENTITLED,['restore'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_075_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21877863165076472, 0.5622799564087378, 0.21894141194049752]",NOT_ENTITLED,"[0.21877863165076472, 0.5622799564087378, 0.21894141194049752]",NOT_ENTITLED,[],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__robotics_championship_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2191012999817148, 0.5620833980105789, 0.21881530200770638]",NOT_ENTITLED,"[0.2191012999817148, 0.5620833980105789, 0.21881530200770638]",NOT_ENTITLED,['open'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_078_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21917014477163985, 0.5621203351652722, 0.21870952006308797]",NOT_ENTITLED,"[0.21917014477163985, 0.5621203351652722, 0.21870952006308797]",NOT_ENTITLED,['launch'],low_overlap:0.333,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_074_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21999624043708685, 0.5618115579811996, 0.21819220158171354]",NOT_ENTITLED,"[0.21999624043708685, 0.5618115579811996, 0.21819220158171354]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_130_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22164015802204848, 0.5599244916427805, 0.21843535033517109]",NOT_ENTITLED,"[0.22164015802204848, 0.5599244916427805, 0.21843535033517109]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_240_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21886812476617282, 0.5622043097347663, 0.21892756549906084]",NOT_ENTITLED,"[0.21886812476617282, 0.5622043097347663, 0.21892756549906084]",NOT_ENTITLED,['deliver'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_105_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21880743093446306, 0.562511112540298, 0.218681456525239]",NOT_ENTITLED,"[0.21880743093446306, 0.562511112540298, 0.218681456525239]",NOT_ENTITLED,"['direct', 'select']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_037_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22112822375236277, 0.560287135818069, 0.2185846404295683]",NOT_ENTITLED,"[0.22112822375236277, 0.560287135818069, 0.2185846404295683]",NOT_ENTITLED,"['direct', 'publish']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_055_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.218824194739807, 0.5626410506581634, 0.21853475460202962]",NOT_ENTITLED,"[0.218824194739807, 0.5626410506581634, 0.21853475460202962]",NOT_ENTITLED,['select'],low_overlap:0.333,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_254_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2201242628712097, 0.5605283463079981, 0.21934739082079216]",NOT_ENTITLED,"[0.2201242628712097, 0.5605283463079981, 0.21934739082079216]",NOT_ENTITLED,['open'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_120_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22213048073843839, 0.5593348228832308, 0.21853469637833078]",NOT_ENTITLED,"[0.22213048073843839, 0.5593348228832308, 0.21853469637833078]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_158_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22171025477154907, 0.5598008978455857, 0.21848884738286523]",NOT_ENTITLED,"[0.22171025477154907, 0.5598008978455857, 0.21848884738286523]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_089_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22320639421920793, 0.5581065846053783, 0.2186870211754137]",NOT_ENTITLED,"[0.22320639421920793, 0.5581065846053783, 0.2186870211754137]",NOT_ENTITLED,['open'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_162_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22160277930493982, 0.5598582541963718, 0.21853896649868837]",NOT_ENTITLED,"[0.22160277930493982, 0.5598582541963718, 0.21853896649868837]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_236_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22087692885284232, 0.5606089746861312, 0.21851409646102643]",NOT_ENTITLED,"[0.22087692885284232, 0.5606089746861312, 0.21851409646102643]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__glacier_study_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21990127861499784, 0.5610103011131287, 0.21908842027187347]",NOT_ENTITLED,"[0.21990127861499784, 0.5610103011131287, 0.21908842027187347]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_060_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21873882738856715, 0.5626404965317323, 0.2186206760797005]",NOT_ENTITLED,"[0.21873882738856715, 0.5626404965317323, 0.2186206760797005]",NOT_ENTITLED,"['direct', 'select']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_289_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2207327336072922, 0.5610055327415466, 0.21826173365116122]",NOT_ENTITLED,"[0.2207327336072922, 0.5610055327415466, 0.21826173365116122]",NOT_ENTITLED,['direct'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__opera_premiere_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22005580365657806, 0.5616984367370605, 0.2182457596063614]",NOT_ENTITLED,"[0.22005580365657806, 0.5616984367370605, 0.2182457596063614]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_094_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22121898500295006, 0.560385576480842, 0.21839543851620793]",NOT_ENTITLED,"[0.22121898500295006, 0.560385576480842, 0.21839543851620793]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_075_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21911425377939286, 0.5619943393168303, 0.21889140690377684]",NOT_ENTITLED,"[0.21911425377939286, 0.5619943393168303, 0.21889140690377684]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_221_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21891190949344905, 0.562391621995222, 0.21869646851132907]",NOT_ENTITLED,"[0.21891190949344905, 0.562391621995222, 0.21869646851132907]",NOT_ENTITLED,['launch'],low_overlap:0.500,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_116_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21875403169530536, 0.5623865556005669, 0.21885941270412768]",NOT_ENTITLED,"[0.21875403169530536, 0.5623865556005669, 0.21885941270412768]",NOT_ENTITLED,['approve'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_129_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2187221827912656, 0.5625590765857559, 0.2187187406229785]",NOT_ENTITLED,"[0.2187221827912656, 0.5625590765857559, 0.2187187406229785]",NOT_ENTITLED,"['deliver', 'direct']",low_overlap:0.600,['direct'],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_049_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2215237021446228, 0.5600190162658691, 0.21845728158950803]",NOT_ENTITLED,"[0.2215237021446228, 0.5600190162658691, 0.21845728158950803]",NOT_ENTITLED,['open'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_176_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2208685842026981, 0.5607501184828562, 0.21838129731444575]",NOT_ENTITLED,"[0.2208685842026981, 0.5607501184828562, 0.21838129731444575]",NOT_ENTITLED,['deliver'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_182_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22169971466064456, 0.5598048567771912, 0.2184954285621643]",NOT_ENTITLED,"[0.22169971466064456, 0.5598048567771912, 0.2184954285621643]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_086_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22185645499183781, 0.5596031200708353, 0.21854042493732684]",NOT_ENTITLED,"[0.22185645499183781, 0.5596031200708353, 0.21854042493732684]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_132_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22106189696398534, 0.5605816757592309, 0.21835642727678378]",NOT_ENTITLED,"[0.22106189696398534, 0.5605816757592309, 0.21835642727678378]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_129_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22119575409299502, 0.5604465520315386, 0.21835769387546636]",NOT_ENTITLED,"[0.22119575409299502, 0.5604465520315386, 0.21835769387546636]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_045_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22373072803020477, 0.5574803352355957, 0.21878893673419952]",NOT_ENTITLED,"[0.22373072803020477, 0.5574803352355957, 0.21878893673419952]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_150_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.2196969208166462, 0.5607606685048242, 0.21954241067852956]",NOT_ENTITLED,"[0.2196969208166462, 0.5607606685048242, 0.21954241067852956]",NOT_ENTITLED,[],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__market_renovation_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22139792974597425, 0.5600713920571985, 0.2185306781968272]",NOT_ENTITLED,"[0.22139792974597425, 0.5600713920571985, 0.2185306781968272]",NOT_ENTITLED,['approve'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_059_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21899142676540773, 0.5621207095456546, 0.21888786368893762]",NOT_ENTITLED,"[0.21899142676540773, 0.5621207095456546, 0.21888786368893762]",NOT_ENTITLED,['publish'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_209_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22055881886841627, 0.5611329591105437, 0.21830822202104]",NOT_ENTITLED,"[0.22055881886841627, 0.5611329591105437, 0.21830822202104]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_088_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21898373635137477, 0.5618721759040329, 0.2191440877445923]",NOT_ENTITLED,"[0.21898373635137477, 0.5618721759040329, 0.2191440877445923]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_046_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2202724632580211, 0.5614443933748544, 0.21828314336712443]",NOT_ENTITLED,"[0.2202724632580211, 0.5614443933748544, 0.21828314336712443]",NOT_ENTITLED,['restore'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_040_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22224631905555728, 0.5591803193092346, 0.21857336163520816]",NOT_ENTITLED,"[0.22224631905555728, 0.5591803193092346, 0.21857336163520816]",NOT_ENTITLED,['select'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_156_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22174021932095614, 0.5597952091663362, 0.21846457151270762]",NOT_ENTITLED,"[0.22174021932095614, 0.5597952091663362, 0.21846457151270762]",NOT_ENTITLED,['launch'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_228_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22098628847321436, 0.5604714667726834, 0.21854224475410214]",NOT_ENTITLED,"[0.22098628847321436, 0.5604714667726834, 0.21854224475410214]",NOT_ENTITLED,"['direct', 'publish']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_223_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21876617427963535, 0.562665002425462, 0.21856882329490254]",NOT_ENTITLED,"[0.21876617427963535, 0.562665002425462, 0.21856882329490254]",NOT_ENTITLED,['restore'],low_overlap:0.333,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_278_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22244873311447003, 0.5589492833770918, 0.21860198350843812]",NOT_ENTITLED,"[0.22244873311447003, 0.5589492833770918, 0.21860198350843812]",NOT_ENTITLED,['publish'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_300_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.21902080532970442, 0.5616594124334875, 0.219319782236808]",NOT_ENTITLED,"[0.21902080532970442, 0.5616594124334875, 0.219319782236808]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_130_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.2191898310425928, 0.5619714688667217, 0.2188387000906855]",NOT_ENTITLED,"[0.2191898310425928, 0.5619714688667217, 0.2188387000906855]",NOT_ENTITLED,['publish'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_258_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22157854832314916, 0.5600674998790398, 0.21835395179781103]",NOT_ENTITLED,"[0.22157854832314916, 0.5600674998790398, 0.21835395179781103]",NOT_ENTITLED,['open'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_225_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22287172572888167, 0.5584516871667644, 0.2186765871043539]",NOT_ENTITLED,"[0.22287172572888167, 0.5584516871667644, 0.2186765871043539]",NOT_ENTITLED,['deliver'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_042_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22028990595236841, 0.561474298172848, 0.21823579587478356]",NOT_ENTITLED,"[0.22028990595236841, 0.561474298172848, 0.21823579587478356]",NOT_ENTITLED,[],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__reef_protection_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21899726334222366, 0.561837775652475, 0.21916496100530145]",NOT_ENTITLED,"[0.21899726334222366, 0.561837775652475, 0.21916496100530145]",NOT_ENTITLED,['approve'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_094_evidence_truncation__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22140304414327378, 0.5600681817521426, 0.21852877410458366]",NOT_ENTITLED,"[0.22140304414327378, 0.5600681817521426, 0.21852877410458366]",NOT_ENTITLED,['deliver'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_287_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.22146234246287264, 0.5600798213493798, 0.21845783618774767]",NOT_ENTITLED,"[0.22146234246287264, 0.5600798213493798, 0.21845783618774767]",NOT_ENTITLED,"['direct', 'launch']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_277_evidence_deletion__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.21910454985810968, 0.5619631577123153, 0.21893229242957513]",NOT_ENTITLED,"[0.21910454985810968, 0.5619631577123153, 0.21893229242957513]",NOT_ENTITLED,['launch'],low_overlap:0.600,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_053_evidence_truncation__probe,,lexical_predicate,0,2,1.5,calibration,sufficiency_control
"[0.22176066040992734, 0.5596277713775635, 0.21861156821250916]",NOT_ENTITLED,"[0.22176066040992734, 0.5596277713775635, 0.21861156821250916]",NOT_ENTITLED,"['direct', 'publish']",low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__generated_fact_097_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
"[0.220273214880723, 0.5613795006480738, 0.21834728447120313]",NOT_ENTITLED,"[0.220273214880723, 0.5613795006480738, 0.21834728447120313]",NOT_ENTITLED,['open'],low_overlap:0.000,[],NOT_ENTITLED,stage15_sufficiency_control__stage14_sufficiency_drop__canal_reopening_evidence_deletion__probe,,lexical_predicate,0,2,1.5,heldout,sufficiency_control
